location,year,plot,block,variety,inoculum,inocType,isolate,dt,odate,dap,syInc_dy,syinc_cum,myInc_obs,myInc_cum,myInc_dy,incAll4_dy,incAll4_cum,incAll4_obs,syInc_obs,germ_dy/dt,sy_dy/dt,can_cover
Quincy,2019,316,3,GA06G,Scl-LE48,Scl,LE48,36,8/16/2019,92,15,15,10,10,10,10,25,20,15,0.277777778,0.416666667,
Quincy,2019,316,3,GA06G,Scl-LE48,Scl,LE48,21,9/6/2019,113,10,25,0,10,0,0,25,0,20,0,0.476190476,
Quincy,2019,316,3,GA06G,Scl-LE48,Scl,LE48,13,9/19/2019,126,0,25,0,10,0,0,25,10,0,0,0,
Quincy,2019,316,3,GA06G,Scl-LE48,Scl,LE48,12,10/1/2019,138,0,25,0,10,0,0,25,0,10,0,0,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,8,7/11/2019,56,0,0,0,0,0,20,20,20,0,0,0,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,36,8/16/2019,92,20,20,20,20,20,5,25,20,20,0.555555556,0.555555556,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,21,9/6/2019,113,5,25,0,20,0,0,25,0,20,0,0.238095238,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,13,9/19/2019,126,0,25,0,20,0,5,30,20,0,0,0,
Quincy,2019,317,3,GA06G,Grn-LE48,Grn,LE48,12,10/1/2019,138,5,30,0,20,0,0,30,0,20,0,0.416666667,
Quincy,2019,320,3,GA06G,Control,Con,0,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,320,3,GA06G,Control,Con,0,8,7/11/2019,56,0,0,0,0,0,5,5,5,0,0,0,
Quincy,2019,320,3,GA06G,Control,Con,0,36,8/16/2019,92,5,5,5,5,5,0,5,0,5,0.138888889,0.138888889,
Quincy,2019,320,3,GA06G,Control,Con,0,21,9/6/2019,113,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,320,3,GA06G,Control,Con,0,13,9/19/2019,126,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,320,3,GA06G,Control,Con,0,12,10/1/2019,138,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,322,3,GA06G,Scl-JA25,Scl,JAMA225,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,401,4,GA06G,Control,Con,0,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,401,4,GA06G,Control,Con,0,8,7/11/2019,56,0,0,0,0,0,10,10,10,0,0,0,
Quincy,2019,401,4,GA06G,Control,Con,0,36,8/16/2019,92,10,10,5,5,5,0,10,5,10,0.138888889,0.277777778,
Quincy,2019,401,4,GA06G,Control,Con,0,21,9/6/2019,113,0,10,0,5,0,0,10,0,5,0,0,
Quincy,2019,401,4,GA06G,Control,Con,0,13,9/19/2019,126,0,10,0,5,0,0,10,5,0,0,0,
Quincy,2019,401,4,GA06G,Control,Con,0,12,10/1/2019,138,0,10,0,5,0,0,10,0,5,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,402,4,GA06G,Cont-Grn,G_c,0,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,8,7/11/2019,56,0,0,0,0,0,20,20,20,0,0,0,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,36,8/16/2019,92,20,20,5,5,5,20,40,35,20,0.138888889,0.555555556,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,21,9/6/2019,113,20,40,5,10,5,0,40,10,35,0.238095238,0.952380952,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,13,9/19/2019,126,0,40,0,10,0,0,40,0,10,0,0,
Quincy,2019,404,4,GA06G,Grn-MA22,Grn,MA22,12,10/1/2019,138,0,40,0,10,0,0,40,0,0,0,0,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,8,7/11/2019,56,0,0,0,0,0,5,5,5,0,0,0,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,36,8/16/2019,92,5,5,5,5,5,0,5,0,5,0.138888889,0.138888889,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,21,9/6/2019,113,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,13,9/19/2019,126,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,405,4,GA06G,Scl-LE48,Scl,LE48,12,10/1/2019,138,0,5,0,5,0,0,5,0,0,0,0,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,8,7/11/2019,56,0,0,0,0,0,5,5,5,0,0,0,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,36,8/16/2019,92,5,5,0,0,0,25,30,30,5,0,0.138888889,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,21,9/6/2019,113,25,30,5,5,5,0,30,0,30,0.238095238,1.19047619,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,13,9/19/2019,126,0,30,0,5,0,0,30,5,0,0,0,
Quincy,2019,406,4,GA06G,Scl-MA22,Scl,MA22,12,10/1/2019,138,0,30,0,5,0,0,30,0,5,0,0,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,8,7/11/2019,56,0,0,0,0,0,30,30,30,0,0,0,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,36,8/16/2019,92,25,25,20,20,20,10,40,15,25,0.555555556,0.694444444,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,21,9/6/2019,113,10,35,0,20,0,0,40,0,15,0,0.476190476,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,13,9/19/2019,126,0,35,0,20,0,5,45,10,0,0,0,
Quincy,2019,407,4,GA06G,Grn-LE48,Grn,LE48,12,10/1/2019,138,5,40,0,20,0,0,45,0,10,0,0.416666667,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,408,4,GA06G,Grn-JA25,Grn,JAMA225,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,13,9/19/2019,126,0,0,0,0,0,5,5,5,0,0,0,
Quincy,2019,411,4,GA06G,Scl-JA25,Scl,JAMA225,12,10/1/2019,138,5,5,0,0,0,0,5,0,5,0,0.416666667,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,36,8/16/2019,92,0,0,0,0,0,20,20,20,0,0,0,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,21,9/6/2019,113,20,20,0,0,0,0,20,0,20,0,0.952380952,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,13,9/19/2019,126,0,20,0,0,0,5,25,5,0,0,0,
Quincy,2019,412,4,TUF297,Grn-LE48,Grn,LE48,12,10/1/2019,138,5,25,0,0,0,0,25,0,5,0,0.416666667,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,8,7/11/2019,56,0,0,0,0,0,5,5,5,0,0,0,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,36,8/16/2019,92,5,5,0,0,0,0,5,0,5,0,0.138888889,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,21,9/6/2019,113,0,5,0,0,0,0,5,0,0,0,0,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,13,9/19/2019,126,0,5,0,0,0,0,5,0,0,0,0,
Quincy,2019,413,4,TUF297,Grn-MA22,Grn,MA22,12,10/1/2019,138,0,5,0,0,0,0,5,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,416,4,TUF297,Cont-Grn,G_c,0,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,417,4,TUF297,Control,Con,0,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,418,4,TUF297,Scl-LE48,Scl,LE48,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,13,9/19/2019,126,0,0,0,0,0,10,10,10,0,0,0,
Quincy,2019,420,4,TUF297,Scl-JA25,Scl,JAMA225,12,10/1/2019,138,10,10,10,10,10,0,10,0,10,0.833333333,0.833333333,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,421,4,TUF297,Grn-JA25,Grn,JAMA225,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,48,7/3/2019,48,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,8,7/11/2019,56,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,36,8/16/2019,92,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,21,9/6/2019,113,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,13,9/19/2019,126,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2019,422,4,TUF297,Scl-MA22,Scl,MA22,12,10/1/2019,138,0,0,0,0,0,0,0,0,0,0,0,
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,87.91208791
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,100
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,14,8/6/2020,83,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,14,8/20/2020,97,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,14,9/3/2020,111,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,101,1,TUF297,Scl-JA25,Scl,JAMA225,18,9/21/2020,129,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,78.02197802
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,100
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,14,8/6/2020,83,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,14,8/20/2020,97,0,0,10,15,10,10,15,10,0,0.714285714,0,100
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,14,9/3/2020,111,0,0,0,15,0,0,15,0,0,0,0,100
Quincy,2020,102,1,TUF297,Scl-MA22,Scl,MA22,18,9/21/2020,129,0,0,0,15,0,15,30,20,0,0,0,100
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,70.87912088
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,91.75824176
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,14,8/6/2020,83,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,14,8/20/2020,97,0,0,25,35,25,25,35,25,0,1.785714286,0,100
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,14,9/3/2020,111,0,0,10,45,10,30,65,45,0,0.714285714,0,100
Quincy,2020,103,1,TUF297,Scl-LE48,Scl,LE48,18,9/21/2020,129,0,0,0,45,0,20,85,60,0,0,0,100
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,40.65934066
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,68.13186813
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,14,8/6/2020,83,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,14,8/20/2020,97,0,0,10,10,10,10,10,10,0,0.714285714,0,100
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,14,9/3/2020,111,0,0,5,15,5,10,20,20,0,0.357142857,0,100
Quincy,2020,105,1,TUF297,Grn-LE48,Grn,LE48,18,9/21/2020,129,0,0,0,15,0,10,30,25,0,0,0,100
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,43.40659341
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,71.97802198
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,14,8/6/2020,83,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,14,8/20/2020,97,0,0,5,5,0,0,5,5,0,0,0,100
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,14,9/3/2020,111,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Quincy,2020,106,1,TUF297,Grn-JA25,Grn,JAMA225,18,9/21/2020,129,0,0,0,10,0,5,15,10,0,0,0,100
Quincy,2020,108,1,TUF297,Control,Con,0,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,62.08791209
Quincy,2020,108,1,TUF297,Control,Con,0,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,73.07692308
Quincy,2020,108,1,TUF297,Control,Con,0,14,8/6/2020,83,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,108,1,TUF297,Control,Con,0,14,8/20/2020,97,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,108,1,TUF297,Control,Con,0,14,9/3/2020,111,0,0,5,5,5,15,15,15,0,0.357142857,0,100
Quincy,2020,108,1,TUF297,Control,Con,0,18,9/21/2020,129,0,0,0,5,0,0,15,0,0,0,0,100
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,72.52747253
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,14,8/6/2020,83,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,14,8/20/2020,97,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,14,9/3/2020,111,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,110,1,TUF297,Cont-Grn,G_c,0,18,9/21/2020,129,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,58,7/12/2020,58,0,5,0,0,0,0,0,0,0,0,0,70.32967033
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,100
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,14,8/6/2020,83,0,0,5,10,5,5,10,5,0,0.357142857,0,100
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,14,8/20/2020,97,0,0,5,10,0,0,10,5,0,0,0,100
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,14,9/3/2020,111,0,0,5,15,5,5,15,5,0,0.357142857,0,100
Quincy,2020,111,1,TUF297,Grn-MA22,Grn,MA22,18,9/21/2020,129,0,0,0,15,0,0,15,0,0,0,0,100
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,36.26373626
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,61.53846154
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,14,8/6/2020,83,0,0,0,0,0,0,0,0,0,0,0,82.96703297
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,14,8/20/2020,97,0,0,5,5,5,5,5,5,0,0.357142857,0,100
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,14,9/3/2020,111,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,114,1,GA06G,Scl-JA25,Scl,JAMA225,18,9/21/2020,129,0,0,0,5,0,0,5,0,0,0,0,100
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,35.71428571
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,54.3956044
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,14,8/6/2020,83,0,0,10,10,10,10,10,10,0,0.714285714,0,79.67032967
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,14,8/20/2020,97,0,0,25,25,15,15,25,25,0,1.071428571,0,100
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,14,9/3/2020,111,0,0,0,25,0,10,35,25,0,0,0,100
Quincy,2020,115,1,GA06G,Grn-LE48,Grn,LE48,18,9/21/2020,129,0,0,0,25,0,10,45,35,0,0,0,100
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,51.64835165
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,11,7/23/2020,69,0,0,0,0,0,0,0,0,0,0,0,65.93406593
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,14,8/6/2020,83,0,0,5,5,5,5,5,5,0,0.357142857,0,84.06593407
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,14,8/20/2020,97,0,0,40,45,40,40,45,40,0,2.857142857,0,100
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,14,9/3/2020,111,20,20,5,50,5,25,70,40,20,0.357142857,1.428571429,100
Quincy,2020,116,1,GA06G,Scl-LE48,Scl,LE48,18,9/21/2020,129,0,0,0,50,0,0,70,55,0,0,0,100
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,58,7/12/2020,58,5,5,0,0,0,0,0,0,5,0,0.086206897,72.52747253
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,11,7/23/2020,69,10,10,0,0,0,0,0,0,10,0,0.909090909,91.75824176
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,14,8/6/2020,83,0,0,0,0,0,0,0,0,0,0,0,100
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,14,8/20/2020,97,20,20,0,0,0,0,0,0,20,0,1.428571429,100
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,14,9/3/2020,111,5,5,5,5,5,5,5,5,5,0.357142857,0.357142857,100
Quincy,2020,117,1,GA06G,Cont-Grn,G_c,0,18,9/21/2020,129,0,0,0,5,0,5,10,5,0,0,0,100
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,55.49450549
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,67.58241758
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,14,8/6/2020,83,0,0,0,5,0,0,5,0,0,0,0,89.01098901
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,14,8/20/2020,97,0,0,25,30,25,25,30,25,0,1.785714286,0,100
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,14,9/3/2020,111,0,0,10,30,0,15,45,25,0,0,0,100
Quincy,2020,119,1,GA06G,Grn-MA22,Grn,MA22,18,9/21/2020,129,0,0,0,30,0,5,50,30,0,0,0,100
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,58,7/12/2020,58,0,0,0,0,0,0,0,0,0,0,0,45.6043956
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,11,7/23/2020,69,0,0,5,5,5,5,5,5,0,0.454545455,0,73.62637363
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,14,8/6/2020,83,0,0,0,5,0,0,5,0,0,0,0,92.30769231
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,14,8/20/2020,97,0,0,30,30,25,25,30,30,0,1.785714286,0,100
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,14,9/3/2020,111,0,0,5,35,5,45,75,70,0,0.357142857,0,100
Quincy,2020,120,1,GA06G,Scl-MA22,Scl,MA22,18,9/21/2020,129,0,0,0,35,0,10,85,70,0,0,0,100
